english, hindi
Gajanan_Madhav_Muktibodh,गजानन माधव मुक्तिबोध
Harishankar_Parsai,हरिशंकर परसाई
Sharad_Joshi,शरद जोशी
Bihari_Lal,बिहारी (साहित्यकार)
Kaif_Bhopali,कैफ़ भोपाली
Seth_Govind_Das,सेठ गोविंद दास
Hari_Krishna_Devsare,हरिकृष्ण देवसरे
Nida_Fazli,निदा फ़ाज़ली
Anupam_Mishra,अनुपम मिश्र
Balachandra_Shastri,बालचंद्र सिद्धान्तशास्त्री
Mrinal_Pande,मृणाल पाण्डे
Prabhash_Joshi,प्रभाष जोशी
Deepak_Chaurasia,दीपक चौरसिया
Arjun_Rampal,अर्जुन रामपाल
Arunoday_Singh,अरुणोदय सिंह
Ashutosh_Rana,आशुतोष राणा
Lata_Mangeshkar,लता मंगेशकर
Jaya_Bachchan,जया बच्चन
Salim_Khan,सलीम ख़ान
Salman_Khan,सलमान ख़ान
Sharat_Saxena,शरत सक्सेना
Raghuvir_Yadav,रघुवीर यादव
Swanand_Kirkire,स्वानन्द किरकिरे
Govind_Namdev,गोविन्द नामदेव
Mukesh_Tiwari,मुकेश तिवारी
Kartik_Tiwari,कार्तिक आर्यन
Divyanka_Tripathi,दिव्यांका त्रिपाठी
Rajeev_Verma,राजीव वर्मा
Mushtaq_Khan,मुशताक ख़ान (अभिनेता)
Razak_Khan,रज़ाक ख़ान
Palak_Muchhal,पलक मुच्छल
Shankar_Dayal_Sharma,शंकरदयाल शर्मा
Atal_Bihari_Vajpayee,अटल बिहारी वाजपेयी
Kailash_Nath_Katju,कैलाश नाथ काटजू
Vijaya_Raje_Scindia,विजया राजे सिंधिया
Madhavrao_Scindia,माधवराव सिंधिया
Paras_Chandra_Jain,पारस चंद्र जैन
Kailash_Vijayvargiya,कैलाश विजयवर्गीय
Vasundhara_Raje,वसुन्धरा राजे सिंधिया
Sharad_Yadav,शरद यादव
Sumitra_Mahajan,सुमित्रा महाजन
Jyotiraditya_Madhavrao_Scindia,ज्योतिरादित्य सिंधिया
Prithviraj_Chavan,पृथ्वीराज चह्वाण
Shivraj_Singh_Chouhan,शिवराज सिंह चौहान
Uma_Bharti,उमा भारती
Digvijaya_Singh,दिग्विजय सिंह (राजनीतिज्ञ)
Roop_Singh,रूप सिंह
Aslam_Sher_Khan,असलम शेर खान
Mansoor_Ali_Khan_Pataudi,मंसूर अली ख़ान पटौदी
Mushtaq_Ali,सैयद मुश्ताक अली
Chandu_Sarwate,चंदू सरवटे
Amay_Khurasiya,अमय खुरासिया
Narendra_Hirwani,नरेंद्र हिरवानी
C._K._Nayudu,सी॰ के॰ नायडू
Naman_Ojha,नमन ओझा
Alluri_Sitarama_Raju,अल्लूरी सीताराम राजू
Puchalapalli_Sundaraiah,पुच्चलापल्ली सुंदरय्या
Kaneganti_Hanumanthu,कोन्नेगंती हनुमंतु
Veerapandiya_Kattabomman,वीरापांड्या कट्टाबोम्मन
Gouthu_Latchanna,गौतु लच्चन्ना
Tanguturi_Prakasam,टंगुटूरी प्रकाशम
Raja_Sri_V_R_G_K_M_Prasad,नागार्जुन सागर परियोजना
N._G._Ranga,एन जी रंगा
Potti_Sreeramulu,पोट्टि श्रीरामुलु
Swami_Ramanand_Tirtha,स्वामी रामानन्द तीर्थ
Pingali_Venkayya,पिंगली वेंकैया
Duvvuri_Subbarao,दुव्वुरी सुब्बाराव
Neelam_Sanjiva_Reddy,नीलम संजीव रेड्डी
Bezawada_Gopala_Reddy,बेजवाड़ा गोपाला रेड्डी
Kotla_Vijaya_Bhaskara_Reddy,कोटला विजय भास्कर रेड्डी
Nandamuri_Taraka_Rama_Rao,नन्दमूरि तारक रामाराव
Nedurumalli_Janardhana_Reddy,नेदुरुमल्ली जनार्दन रेड्डी
Nara_Chandrababu_Naidu,नारा चंद्रबाबू नायडू
Y._S._Rajasekhara_Reddy,वाई॰ एस॰ राजशेखर रेड्डी
Nallari_Kiran_Kumar_Reddy,एन किरण कुमार रेड्डी
Y._S._Jaganmohan_Reddy,वाई एस जगनमोहन रेड्डी
Sarvepalli_Radhakrishnan,सर्वेपल्लि राधाकृष्णन
Andhra_University,आन्ध्र विश्वविद्यालय
Prathap_C._Reddy,प्रताप सी रेड्डी
Byrraju_Ramalinga_Raju,रामलिंग राजू
S._P._Y._Reddy,एस॰पी॰वाई॰ रेड्डी
GMR_Group,जीएमआर समूह
Ramoji_Rao,रामोजी राव
Rayapati_Sambasiva_Rao,रायपति संभाशिव राव
Raj_Reddy,राज रेड्डी
Mokshagundam_Visvesvarayya,मोक्षगुंडम विश्वेश्वरय्या
Yellapragada_Subbarow,येल्लप्रगड सुब्बाराव
A._S._Rao,अय्यगिरी साम्बशिव राव
Shobha_Naidu,शोभा नायडू
Yamini_Reddy,यामिनी रेड्डी
Mangalampalli_Balamuralikrishna,एम. बालामुरलीकृष्ण
S._P._Balasubrahmanyam,एस॰ पी॰ बालसुब्रमण्यम
S._Janaki,एस जानकी
M._M._Keeravani,एम॰ एम॰ कीरावणी
Yamini_Krishnamurthy,यामिनी कृष्णमूर्ति
P._B._Sreenivas,प्रतिवादि भयंकर श्रीनिवास
P._Susheela,पी सुशीला
Vemana,वेमना
Gurazada_Apparao,गुरजाड अप्पाराव
Gurram_Jashuva,गुर्रम जाशुवा
Devulapalli_Krishnasastri,डी. वी. कृष्ण शास्त्री
Tummala_Seetharama_Murthy,तुम्मल सीताराममूर्ति
Kethu_Viswanatha_Reddy,केतु विश्वनाथ रेड्डी
Viswanatha_Satyanarayana,विश्वनाथ सत्यनारायण
Tripuraneni_Gopichand,टी. गोपीचंद
Srirangam_Srinivasarao,श्री श्री
Jiddu_Krishnamurti,जिद्दू कृष्णमूर्ति
Sri_Potuluri_Virabrahmendra_Swami,पोतुलूरी वीरब्रह्मेंद्र
Varahagiri_Venkata_Giri,वी॰ वी॰ गिरि
Akkineni_Nageswara_Rao,अक्किनेनी नागेश्वर राव
Sarvepalli_Gopal,एस. गोपाल
P._Venugopal,पोन्नुसामी वेणुगोपाल
C._D._Deshmukh,सी॰ डी॰ देशमुख
Akkineni_Nageshwara_Rao,अक्किनेनी नागेश्वर राव
Daggubati_Ramanaidu,डी रामानायडू
Krishna_Ghattamaneni,कृष्णा (अभिनेता)
Nerella_Venumadhav,नेरेला वेणुमाधव
K._Viswanath,कसीनथुनी विश्वनाथ
Pullela_Gopichand,पुल्लेला गोपीचंद
Karnam_Malleswari,कर्णम मल्लेश्वरी
Koneru_Humpy,हम्पी कोनेरु
Achanta_Sharath_Kamal,अचंत शरत कमल
Bharath_Reddy,भरत रेड्डी
Venkatapathy_Raju,वेंकटपति राजू
Kodi_Rammurthy_Naidu,राममूर्ति नायडू (पहलवान)
Tallapaka_Annamacharya,अन्नामाचार्य
Sripada_Pinakapani,श्रीपाद पिनाकपाणि
S_P_Balasubrahmanyam,एस॰ पी॰ बालसुब्रमण्यम
Devi_Sri_Prasad,देवी श्री प्रसाद
Sidhendra_Yogi,कूचिपूड़ी
Kuchipudi,कूचिपूड़ी
Bommireddy_Narasimha_Reddy,बोम्मिरेड्डी नरसिम्हा रेड्डी
B._Nagi_Reddy,बी॰ नागि रेड्डी
K_Vishwanath,कसीनथुनी विश्वनाथ
L._V._Prasad,एल॰ वी॰ प्रसाद
K._Raghavendra_Rao,के राघ्वेन्द्र राव
S._S._Rajamouli,एस॰एस॰ राजमौली
Puri_Jagannadh,पुरी जगन्नाध
Ram_Gopal_Varma,रामगोपाल वर्मा
L_V_Prasad,एल॰ वी॰ प्रसाद
Murali_Mohan,मुरली मोहन
D._Ramanaidu,डी रामानायडू
Naga_Chaitanya,नागा चैतन्य
Pawan_Kalyan,पवन कल्याण
Chittor_V._Nagaiah,वुप्पलादादियम नगय्या
Krishnam_Raju,कृष्णम राजू
Ghattamaneni_Krishna,कृष्णा (अभिनेता)
Vishal_Krishna,विशाल (अभिनेता)
Mohan_Babu,मोहन बाबू
N._T._Rama_Rao,नन्दमूरि तारक रामाराव
Jr._NTR,जूनियर एनटीआर
Gadde_Rajendra_Prasad,राजेंद्र प्रसाद (अभिनेता)
Allu_Arjun,अल्लू अर्जुन
Mahesh_Babu,महेश बाबु
Ram_Charan_Teja,राम चरण (अभिनेता)
Ravi_Teja,रवि तेजा
Anjali_Devi,अंजलि देवी
Diana_Hayden,डायना हेडेन
Jayaprada,जयाप्रदा
Bhanumathi_Ramakrishna,पालिवई भानुमति रामकृष्ण
Sushmita_Sen,सुष्मिता सेन
S_P_Balasubramanyam,एस॰ पी॰ बालसुब्रमण्यम
Tirumala_Tirupati_Devasthanams,तिरुमला तिरुपती देवस्थानम
Acharya_Nagarjuna,नागार्जुन (प्राचीन दार्शनिक)
Sathya_Sai_Baba,सत्य साईं बाबा
Chola_Dynasty,चोल राजवंश
Pandyan_Dynasty,पाण्ड्य राजवंश
Chera_Dynasty,चेर राजवंश
Pallava_Dynasty,पल्लव राजवंश
Eastern_Ganga_Dynasty,पूर्वी गंगवंश
C._Rajagopalachari,चक्रवर्ती राजगोपालाचारी
R._Venkataraman,रामस्वामी वेंकटरमण
V._O._Chidambaram_Pillai,वी० ओ० चिदम्बरम पिल्लै
Subramanya_Bharathi,सुब्रह्मण्य भारती
Tiruppur_Kumaran,तिरुपुर कुमारन
K._Kamaraj,के. कामराज
Velupillai_Prabhakaran,वेलुपिल्लई प्रभाकरण
Varadarajan_Mudaliar,वरदराजन मुदलियार
C._Rangarajan,सी रंगराजन
P._Sathasivam,पी सतशिवम
Tamilisai_Soundararajan,तमिलसाई सुंदरराजन
M._Bhaktavatsalam,एम. भक्तवत्सलम
C._N._Annadurai,सी॰एन॰ अन्नादुरै
M._Karunanidhi,करुणानिधि
M._G._Ramachandran,मारुदुर गोपालन रामचन्द्रन
J._Jayalalithaa,जयललिता
O._Panneerselvam,ओ॰ पन्नीरसेल्वम
Edappadi_K._Palaniswami,के पलानीस्वामी
R.K._Shanmukham_Chetty,आर के शनमुखम चेट्टी
Jana_Krishnamurthi,जन कृष्णमूर्ति
K._Santhanam,के सन्तानम
Satyavani_Muthu,सत्यवनी मुथु
P._Chidambaram,पी॰ चिदंबरम
Mani_Shankar_Aiyar,मणिशंकर अय्यर
Murasoli_Maran,मुरासोली मारन
Dayanidhi_Maran,दयानिधि मारन
Nirmala_Sitharaman,निर्मला सीतारामन्
Anbumani_Ramadoss,अंबुमणि रामदॉस
Pon_Radhakrishnan,पॉन राधाकृष्णन
Douglas_Devananda,डगलस देवानंद
Kamala_Devi_Harris,कमला हैरिस
Madras_Presidency,मद्रास प्रैज़िडन्सी
Lalitha_Kumaramangalam,ललिता कुमारमंगलम
Parvathi_Krishnan,पार्वती कृष्णन
Jayanthi_Natarajan,जयंती नटराजन
Dravida_Munnetra_Kazhagam,द्रविड़ मुन्नेत्र कड़गम
Kanimozhi,एम॰ के॰ कनिमोझी
S._Ramadoss,एस रामदास
Ananda_Coomaraswamy,आनन्‍द केंटिश कुमारस्‍वामी
Krishnaswamy_Sundararajan,कृष्णास्वामी सुंदरजी
Sushil_Kumar,सुशील कुमार (बहुविकल्पी)
C._V._Raman,चन्द्रशेखर वेंकटरमन
Subrahmanyan_Chandrasekhar,सुब्रह्मण्यन् चन्द्रशेखर
Venkatraman_Ramakrishnan,वेंकटरामन रामकृष्णन
Akshay_Venkatesh,अक्षय वेंकटेश
Sir_C._V._Raman,चन्द्रशेखर वेंकटरमन
C._Subramaniam,चिदम्बरम् सुब्रह्मण्यम्
M._S._Subbulakshmi,एम॰ एस॰ सुब्बुलक्ष्मी
Arcot_Lakshmanaswami_Mudaliar,ए॰ लक्षमणस्वामी मुदलियार
T._Balasaraswati,बालासरस्वती
V._Krishnamurthy,वेंकटरमण कृष्णमूर्ति
Sivaji_Ganesan,शिवाजी गणेशन
Kamal_Haasan,कमल हासन
Arogyaswami_Paulraj,आरोग्यास्वामी पॉलराज
Shiv_Nadar,शिव नाडार
K._Balachander,के बालाचंदर
Palagummi_Sainath,पालागुम्मि साईनाथ
Ramaswamy_Parmeshwaran,रामास्वामी परमेश्वरन
Viswanathan_Anand,विश्वनाथन आनंद
Sangeet_Natak_Akademi,संगीत नाटक अकादमी
Ariyakudi_Ramanuja_Iyengar,अरैकुडी रामानुज अयंगार
Papanasam_R._Sivan,पापनाशम शिवन
V._Raghavan,वेंकटरमण राघवन
Palk_Strait,पाक जलडमरूमध्य
Kalanithi_Maran,कलानिधि मारन
Sundar_Pichai,सुंदर पिचाई
Indra_Krishnamurthy_Nooyi,इंदिरा नुई
Kalanidhi_Maran,कलानिधि मारन
Natarajan_Chandrasekaran,नटराजन चंद्रशेखरन
Tamil_Nadu_Agricultural_University,तमिल नाडु कृषि विश्वविद्यालय
Anna_University,अण्णा विश्वविद्यालय
Alagappa_Chettiar,आर अलगप्पा चेट्टियार
Yogendra_Duraiswamy,योगेंद्र दुर्यस्वामी
Cho_Ramaswamy,चो रामस्वामी
Mylswamy_Annadurai,एम. अन्नादुरै
Kailasavadivoo_Sivan,कैलासवटिवु शिवन्
Malcolm_Adiseshiah,मैल्कम सत्यनाथन आदिशेशैया
V_C_Kulandaiswamy,वा. चे. कुलंदैसामि
Vice_Chancellor,कुलाधिपति (शिक्षा)
M._Varadarasan,मु. वरदराजन
Madurai_Kamaraj_University,मदुरै विश्वविद्यालय
Afghanistan,अफ़ग़ानिस्तान
World_Tamil_Conference,विश्व तमिल सम्मेलन
M._S._Swaminathan,एम॰ एस॰ स्वामीनाथन
Stanford_University,स्टैनफोर्ड विश्वविद्यालय
Ravindran_Kannan,रविन्द्रन कन्नन
New_York_University,न्यूयॉर्क विश्वविद्यालय
World_Bank,विश्व बैंक
International_Monetary_Fund,अन्तर्राष्ट्रीय मुद्रा कोष
Yale_University,येल विश्वविद्यालय
Swaminathan_Gurumurthy,स्वामिनाथन गुरुमूर्ति
Kamala_Harris,कमला हैरिस
Navanethem_Pillay,नवी पिल्लै
M._Patanjali_Sastri,एम पी शास्त्री
Srinivasa_Ramanujan,श्रीनिवास रामानुजन्
Bharati_Krishna_Tirtha,भारतीकृष्ण तीर्थ
Sri_Lanka,श्रीलंका
C._S._Seshadri,कांजिवरम श्रीरंगचारी शेषाद्रि
Chennai_Mathematical_Institute,चेन्नई गणितीय संस्थान
Abel_Prize,एबेल पुरस्कार
Conjeeveram_Seshadri,कांजिवरम श्रीरंगचारी शेषाद्रि
Ramaiyengar_Sridharan,रमैयेंगर श्रीधर
Mudumbai_Seshachalu_Narasimhan,मुडुंबई शेषचालु नरसिंहन
Raman_Parimala,रमण परिमाला
Govindappa_Venkataswamy,गोविन्दप्प वेङ्कटस्वामि
Aravind_Eye_Hospital,अरविन्द नेत्र चिकित्सालय
Sir_Chandrasekhara_Venkata_Raman,चन्द्रशेखर वेंकटरमन
K._Kasturirangan,कृष्णास्वामी कस्तूरीरंगन
M.R.Srinivasan,एम आर श्रीनिवासन
R._Chidambaram,राजगोपाल चिदंबरम
Liquid_Propulsion_Systems_Centre,द्रव नोदन प्रणाली केंद्र
Vallampadugai_Srinivasa_Raghavan_Arunachalam,वी श्रीनिवास राघवन अरुणाचलम
White_House,व्हाइट हाउस
Kollangudi_Karuppayee,कोल्लंगुडी करुप्पेयी
Papanasam_Sivan,पापनाशम शिवन
Lalgudi_Jayaraman,लालगुडी जयरामन
Muthuswami_Dikshitar,मुत्तुस्वामी दीक्षित
T._Brinda,तंजावूर बृंदा
Poochi_Srinivasa_Iyengar,पूची श्रीनिवास अयंगार
Patnam_Subramania_Iyer,पतनम सुब्रमनिया अय्यर
Yuvan_Shankar_Raja,युवान शंकर राजा
Shruti_Haasan,श्रुति हासन
Vidya_Vox,विद्या वॉक्स
Rukmini_Devi_Arundale,रुक्मिणी देवी अरुंडेल
Anita_Ratnam,अनीता रत्नम
Ajith_Kumar,अजित कुमार
Gemini_Ganesan,जेमिनी गणेशन
Karthi,कार्ति
Ramya_Krishnan,रम्या कृष्णन
Priya_Bhavani_Shankar,प्रिया भवानी शंकर
Adah_Sharma,अदा शर्मा
Sendhil_Ramamurthy,सेंधिल राममूर्ति
NBC,एनबीसी (NBC)
Ashok_Amritraj,अशोक अमृतराज
Mariyappan_Thangavelu,मरियप्पन थान्गावेलु
Arjuna_Award,अर्जुन पुरस्कार
S._Vijayalakshmi,सुब्बारमन विजयलक्ष्मी
M.J._Gopalan,एम॰जे॰ गोपालन
Ravichandran_Ashwin,रविचंद्रन अश्विन
S._Venkataraghavan,श्रीनिवासाराघवान वेंकटराघवन
K._Srikkanth,कृष्णम्माचारी श्रीकांत
Murali_Kartik,मुरली कार्तिक
Kolkata_Knight_Riders,कोलकाता नाईट राइडर्स
Chennai_Super_Kings,चेन्नई सुपर किंग्स
Murali_Vijay,मुरली विजय
Lakshmipathy_Balaji,लक्ष्मीपति बालाजी
Dinesh_Karthik,दिनेश कार्तिक
Delhi_Daredevils,दिल्ली कैपिटल्स
Washington_Sundar,वाशिंगटन सुंदर
Royal_Challengers_Bangalore,रॉयल चैलेंजर्स बैंगलौर
Muttiah_Muralitharan,मुथैया मुरलीधरन
Nasser_Hussain,नासिर हुसैन (क्रिकेट खिलाड़ी)
Alvin_Kallicharan,एल्विन कालीचरण
Guyana,गयाना
FIFA_World_Cup,फीफा विश्व कप
Goalkeeper,गोलकीपर
Moscow_Olympics,1980 ग्रीष्मकालीन ओलंपिक
Dhanraj_Pillay,धनराज पिल्ले
Rajiv_Gandhi_Khel_Ratna,राजीव गांधी खेल रत्न
Narain_Karthikeyan,नारायण कार्तिकेयन
Karun_Chandhok,करुण चंडोक
Joshna_Chinappa,जोशना चिनप्पा
Vijay_Amritraj,विजय अमृतराज
Ramanathan_Krishnan,रामनाथन कृष्णन्
Ramesh_Krishnan,रमेश कृष्णन
Nirupama_Vaidyanathan,निरुपमा संजीव
Appayya_Dikshidar,अप्पय दीक्षित
Advaita,अद्वैत वेदान्त
Ramana_Maharshi,रमण महर्षि
Sivananda_Saraswati,स्वामी शिवानन्द सरस्वती
Dayananda_Saraswati,दयानन्द सरस्वती
Sri_Sri_Ravi_Shankar,रवि शंकर (आध्यात्मिक गुरू)
Tamil_Jain,तमिल जैन
Ramachandra_Guha,रामचंद्र गुहा
Bharathidasan,भारतीदासन
Ramalingam_Pillai,वेंकटराम रामालिंगम पिल्लै
Kalki_Krishnamurthy,कल्कि कृष्णमूर्ति
Kannadasan,कन्नदासन
Indira_Soundarajan,इन्दिरा सौन्दर राजन्
Ashoka_Mitran,अशोकमित्रन
R.K._Narayan,आर के नारायण
Mu_Metha,मु. मेहता
Paventhar_Bharathidasan,भारतीदासन
Anshu_Jamsenpa,अंशु जमसेंपा
Mamang_Dai,ममांग दई
Aaj_Tak,आज तक
Pema_Khandu,पेमा खांडू
Kalikho_Pul,कलिखो पुल
Gegong_Apang,गेगोंग अपांग
Kiren_Rijiju,किरेन रिजिजू
Arunachal_Pradesh,अरुणाचल प्रदेश
Nabam_Tuki,नबाम टुकी
Rajiv_Gandhi_University,राजीव गांधी विश्वविद्यालय
Vasudeo_S._Gaitonde,वासुदेव एस गायतोंडे
Kimi_Katkar,किमी काटकर
Subodh_Kerkar,सुबोध केरकर
Varsha_Usgaonkar,वर्षा उसगांवकर
Damodar_Dharmananda_Kosambi,दामोदर धर्मानन्द कोसम्बी
General_Sunith_Francis_Rodrigues,एस एफ रोड्रिग्स
Dinanath_Mangeshkar,दीनानाथ मंगेशकर
Hema_Sardesai,हेमा सरदेसाई
Jitendra_Abhisheki,जीतेंद्र अभिषेकी
Kesarbai_Kerkar,केसरबाई केरकर
Kishori_Amonkar,किशोरी आमोनकर
Mogubai_Kurdikar,मोगुभाई कुर्दीकर
Manohar_Parrikar,मनोहर पर्रीकर
Yasmin_Modassir,यास्मीन मोडसीर
Raghunath_Mashelkar,रघुनाथ अनंत माशेलकर
Chandrakant_Keni,चंद्रकांत केणी
Dom_Moraes,डॉम मोरेस
Manohar_Rai_Sardesai,मनोहर सरदेसाई
Maria_Aurora_Couto,मारिया अरोड़ा कूटो
Ravindra_Kelekar,रवीन्द्र केलकर
Sarala_Dasa,सारला दास
Kabi_Samrat_Upendra_Bhanja,उपेन्द्र भंज
Fakir_Mohan_Senapati,फकीर मोहन सेनापति
Gangadhar_Meher,गंगाधर मेहेर
Sachidananda_Routray,सच्चिदानंद राउतराय
Brajanath_Rath,ब्रजनाथ रथ
Annada_Shankar_Ray,अन्नदाशंकर राय
Brajanath_Ratha,ब्रजनाथ रथ
Gopabandhu_Das,गोपबंधु दास
Gopinath_Mohanty,गोपीनाथ मोहंती
Gourahari_Das,गौरहरि दास
Jagannath_Prasad_Das,जगन्नाथ प्रसाद दास
Saraswati_Samman,सरस्वती सम्मान
Jayanta_Mahapatra,जयंत महापात्र
Manasi_Pradhan,मानसी प्रधान
Manoj_Das,मनोज दास
Manoranjan_Das,मनोरंजन दास
Mohammed_Ayoob,मोहम्मद अयूब
Nirmala_Devi,निर्मला देवी
Pratibha_Satpathy,प्रतिभा शतपथी
Pratyush_Prakash,प्रत्युष प्रकाश
Ramakanta_Rath,रमाकांत रथ
Sachidananda_Raut_Ray,सच्चिदानंद राउतराय
Sarala_Devi,सरला देवी
Sarojini_Sahoo,सरोजिनी साहू
Sitakanta_Mohapatra,सीताकांत महापात्र
Gita_Mehta,गीता मेहता
Haldhar_Nag,हलधर नाग
Kalindi_Charan_Panigrahi,कालिंदी चरण पाणिग्रही
Pratibha_Ray,प्रतिभा राय
Shantanu_Kumar_Acharya,शांतनु कुमार आचार्य
Surendra_Mohanty,सुरेन्द्र मोहंती
Annapurna_Maharana,अन्नपूर्णा महाराणा
Nandini_Sahu,नंदिनी साहू
Gopal_Chhotray,गोपाल छोटराय
Binod_Kanungo,विनोद कानूनगो
Gokulananda_Mohapatra,गोकुलानन्द महापात्र
Bidhu_Bhusan_Das,बिधु भूषण दास
Keshab_Chandra_Dash,केशवचंद्र दाश
Prana_Krushna_Parija,प्राण कृष्ण पारिजा
Sam_Pitroda,सैम पित्रोडा
Nandita_Das,नंदिता दास
Sulagna_Panigrahi,सुलगना पाणिग्राही
Sarat_Pujari,शरत पुजारी
Siddhanta_Mahapatra,सिद्धांत महापात्रा
Rajasmita_Kar,डांस इण्डिया डांस
Prince_Dance_Group,प्रिंस डांस समूह
Geeta_Mahalik,गीता महालिक
Kelucharan_Mohapatra,केलुचरण महापात्र
Mayadhar_Raut,मायाधर राउत
Sanjukta_Panigrahi,संयुक्ता पाणिग्रही
Mira_Nair,मीरा नायर
Nila_Madhab_Panda,नील माधव पंडा
Jatin_Das,यतीन्द्रनाथ दास
Sudarshan_Patnaik,सुदर्शन पटनायक
Raghunath_Mohapatra,रघुनाथ मोहपात्रा
Sona_Mohapatra,सोना मोहपात्रा
Jitendra_Haripal,जितेंद्र हरीपाल
Gopal_Ballav_Pattanaik,जी बी पटनायक
Ranganath_Misra,रंगनाथ मिश्र
Dipak_Misra,दीपक मिश्रा
Anugraha_Narayan_Tiwari,केन्द्रीय सूचना आयोग
Prajna_Paramita,अष्टसाहस्रिका प्रज्ञापारमिता
Chaitanya_Mahaprabhu,चैतन्य महाप्रभु
Baji_Rout,बाजि राउत
Biswanath_Das,विश्वनाथ दास
Bakshi_Jagabandhu,बक्सि जगबन्धु
Chakhi_Khuntia,चाखि खुण्टिआ
Harekrushna_Mahatab,हरेकृष्ण महताब
Madhusudan_Das,मधुसूदन दास
Nabakrushna_Choudhuri,नवकृष्ण चौधरी
Nityananda_Mohapatra,नित्यांनद महापात्र
Subhas_Chandra_Bose,सुभाष चन्द्र बोस
Veer_Surendra_Sai,वीर सुरेन्द्र साए
Anantavarman_Chodaganga,अनन्तवर्मन चोडगंग
Ramai_Deva,रमइ देव
Arjun_Charan_Sethi,अर्जुन चरण सेठी
Bhartruhari_Mahtab,भर्तुहरी महताब
Bijayananda_Patnaik,बीजू पटनायक
Biju_Patnaik,बीजू पटनायक
Binayak_Acharya,बिनायक आचार्य
Biren_Mitra,बीरेन मित्रा
Draupadi_Murmu,द्रौपदी मुर्मू
Giridhar_Gamang,गिरिधर गमांग
Hemananda_Biswal,हेमानन्द बिश्वाल
Janaki_Ballabh_Patnaik,जानकी बल्लभ पटनायक
Kalikesh_Narayan_Singh_Deo,कलिकेश सिंह देव
Nandini_Satpathy,नंदिनी सत्पथी
Naveen_Patnaik,नवीन पटनायक
Nilamani_Routray,नीलमणि राउत्रे
Pinaki_Misra,पिनाकी मिश्र
Prasanna_Kumar_Patasani,प्रसन्न कुमार पटसानी
P.V.Narasimha_Rao,पी॰ वी॰ नरसिम्हा राव
Rabi_Ray,रवि राय
Radhanath_Rath,राधानाथ रथ
Rajendra_Narayan_Singh_Deo,राजेंद्र नारायण सिंह देव
Sadashiva_Tripathy,सदाशिव त्रिपाठी
Sudam_Marndi,सुदाम मरांडी
Sushila_Tiriya,सुशीला तिरिया
Tathagata_Satpathy,तथागत सत्पथी
Durga_Charan_Mohanty,दुर्गाचरण महान्ति
Anuradha_Biswal,अनुराधा बिस्वाल
Budhia_Singh,बुधिया सिंह
Dutee_Chand,दूती चन्द
Katulu_Ravi_Kumar,रवि कतूलू
Srabani_Nanda,सरबनी नन्दा
Pratima_Puhan,प्रतिमा पुहन
Kohima,कोहिमा
Chumukedima,चुमुकेदिमा
S._C._Jamir,एस सी जमीर
Neiphiu_Rio,नेफियू रियो
T._R._Zeliang,टी॰ आर॰ जेलियांग
Shurhozelie_Liezietsu,शुरहोजेलि लियोजित्सु
Govind_Ballabh_Pant,गोविन्द बल्लभ पन्त
Pantnagar_University,गोविन्द बल्लभ पन्त कृषि एवं प्रौद्योगिकी विश्वविद्यालय
Hemwati_Nandan_Bahuguna,हेमवती नंदन बहुगुणा
Hemwati_Nandan_Bahuguna_Garhwal_University,गढ़वाल विश्वविद्यालय
Mina_Rana,मीना राणा
Narendra_Singh_Negi,नरेन्द्र सिंह नेगी
Ali_Abbas_Zafar,अली अब्बास ज़फ़र
Anukriti_Gusain,अनुकृति गोसाई
Anushka_Sharma,अनुष्का शर्मा
Archana_Puran_Singh,अर्चना पूरन सिंह
Asha_Negi,आशा नेगी
Barkha_Bisht,बरखा बिश्त सेनगुप्ता
Chitrashi_Rawat,चित्राशी रावत
Deepak_Dobriyal,दीपक डोबरियाल
Himani_Shivpuri,हिमानी शिवपुरी
Kainaat_Arora,कायनात अरोड़ा
Lavanya_Tripathi,लावण्या त्रिपाठी
Neha_Kakkar,नेहा कक्कड़
Niharika_Singh,निहारिका सिंह
Prasoon_Joshi,प्रसून जोशी
Raghav_Juyal,राघव जुयाल
Sonam_Bajwa,सोनम बाजवा
Sonu_Kakkar,सोनू कक्कड़
Sudhanshu_Pandey,सुधाँशु पांडे
Sukirti_Kandpal,सुकृति कांडपाल
Tigmanshu_Dhulia,तिग्मांशु धूलिया
Tom_Alter,टॉम ऑल्टर
Udita_Goswami,उदिता गोस्वामी
Urvashi_Rautela,उर्वशी रौतेला
Mohan_Upreti,मोहन उप्रेती
Havaldar_Gajender_Singh,गजेन्द्र सिंह बिष्ट
Ashoka_Chakra,अशोक चक्र (प्रतीक)
Maha_Vir_Chakra,महावीर चक्र
General_Bipin_Chandra_Joshi,बिपिन चंद्र जोशी
Admiral_Devendra_Kumar_Joshi,देवेन्द्र कुमार जोशी
Ajit_Kumar_Doval,अजीत डोभाल
Manglesh_Dabral,मंगलेश डबराल
Sumitranandan_Pant,सुमित्रानन्दन पन्त
Shekhar_Pathak,शेखर पाठक
Shailesh_Matiyani,शैलेश मटियानी
Manohar_Shyam_Joshi,मनोहर श्याम जोशी
Ruskin_Bond,रस्किन बॉण्ड
Murli_Manohar_Joshi,मुरली मनोहर जोशी
Mala_Raj_Laxmi_Shah,माला राज्यलक्ष्मी शाह
N.D._Tiwari,नारायण दत्त तिवारी
